Name,Latitude,Longitude
Pharmasave,43.7461533,-79.2946309
Pharmasave,43.7534118,-79.2536759
Guardian,43.6944415,-79.3427641
Delray Pharmacy,43.7133204,-79.4286085
Li Ni Pharmacy,43.6766023,-79.4423179
Shoppers Drug Mart,43.6370394,-79.3991191
Rx Bliss,43.7240703,-79.337256
I.D.A.,43.8031697,-79.1696363
Sina Pharmacy,43.7757466,-79.4346652
Agape Pharmacy,43.748138,-79.3474707
I.D.A.,43.7208454,-79.5129901
Pharmasave,43.7107431,-79.2908666
Dunbloor Pharmacy,43.6445542,-79.5323307
Quiick Medicine  Compounding Pharmacy,43.7198597,-79.4566579
Guardian,43.7944158,-79.3295708
The Medicine Shoppe,43.8061449,-79.2203936
I.D.A.,43.7957917,-79.2260716
Total Health Pharmacy,43.756186,-79.5248367
Yonge Finch Pharmacy,43.7763826,-79.4150222
Q Pharmacy,43.7610973,-79.4137805
Blossom Pharmacy,43.7400999,-79.5661054
Islington Medical Pharmacy,43.6457729,-79.5235644
Shoppers Drug Mart,43.670161,-79.3002194
Woods Drugstore,43.6704592,-79.3111877
Bloom Pharmacy,43.6390991,-79.3862524
Fort York Pharmacy,43.6364574,-79.4058156
Shoppers Simply Pharmacy,43.6767026,-79.3553741
Pharmasave,43.653324,-79.4284618
Guardian,43.7705945,-79.2570677
Islington Discount Pharmacy,43.7155829,-79.5557303
Welcome Care Pharmacy,43.7091355,-79.5057027
iHealth Pharmacy,43.8251669,-79.2767503
Pharmasave,43.6341066,-79.5416404
Canada Chemists,43.7347356,-79.4195874
Hoopers Pharmacy & Vitamin Shop,43.671498,-79.2937976
Pace Pharmacy,43.7038888,-79.3611036
Remedy'sRx,43.8210952,-79.3053548
A & W Pharmacy,43.8145287,-79.3233548
iHealth Pharmacy,43.8237183,-79.3043958
Rexall,43.6087441,-79.5604251
Shoppers Drug Mart,43.6427494,-79.396723
Guardian,43.7056203,-79.2511363
Arca Pharmacy,43.6972245,-79.4438899
Shoppers Simply Pharmacy,43.7402575,-79.5856315
Guildview Pharmacy,43.7588007,-79.1983622
Guildwood Family Clinic,43.7536423,-79.1865682
Guildwood Clinic Pharmacy,43.7536646,-79.1863719
Pharmasave,43.6230836,-79.4788125
Apotheca Compounding Pharmacy,43.6888532,-79.4125994
Metro Drugs,43.6662552,-79.4118474
Liberty Market Pharmacy,43.6385779,-79.4186974
Nova Pharmacy,43.6775952,-79.4431268
Metro Pharmacy,43.7667509,-79.3889741
River Medical Center,43.6609082,-79.3585628
PharmacyGo,43.6826526,-79.4634468
