Name,Cuisine,Latitude,Longitude
Pasaj,middle_eastern;turkish;brunch,43.6621487,-79.335796
Fat Pasha,jewish;middle_eastern,43.673829,-79.4117297
Chadwick's Craft Kitchen & Bar,fusion;asian;mexican,43.6735462,-79.4119121
Schmaltz Appetizing,bagel;smoked_salmon,43.6739749,-79.4118022
Hana Ramen,noodle;ramen;japanese;sushi,43.7668236,-79.2806227
Ma Maison,french,43.6591927,-79.5135983
Oretta,,43.7035969,-79.3974838
Lena's Roti & Doubles,,43.7734268,-79.4930207
Elisa Cart Korean Tapas,,43.7752924,-79.4693606
Fresh,,43.707216,-79.3951973
Hoops Sports Bar & Grill,,43.6617504,-79.3834756
The pint,,43.6436984,-79.3884442
Mapo Gamjatang,,43.7641928,-79.4119896
Canteen,chinese;western;south_east_asian;malaysian,43.6526523,-79.3985239
Sushi Bar,japanese,43.6649534,-79.3526237
Boba Boy,bubble_tea,43.6653633,-79.3527789
Figs Breakfast & Lunch,breakfast,43.6558373,-79.3647018
Lia’s,russian,43.649588,-79.4332871
Charcoal Biryani Kebabs,,43.706116,-79.3750752
Darna Middle Eastern Kitchen,middle_eastern,43.7065178,-79.3752552
Da Jankanuu Shak,,43.6013015,-79.503476
Spring China House,chinese,43.6448381,-79.5219779
Qin's Garden,asian;chinese,43.6573766,-79.3995413
Pizza Cantina,pizza,43.6653555,-79.4696043
Ono Poké Bar,regional,43.6271459,-79.4774362
Salad King,,43.6504578,-79.3899811
Rouge Kitchen,american,43.7896432,-79.139889
Thai Square,thai,43.7893342,-79.1397954
Pasta Tutti Giorni,italian,43.7983418,-79.1393126
The Nilgiris Restaurant,indian,43.8291049,-79.2487817
Navayo Greek Bistro,greek,43.7049733,-79.2526129
Casa di Giorgio,italian;mediterranean,43.6668319,-79.3152
Pattylicious,jamaican,43.6808639,-79.2826966
Cucina Di Paisano,italian,43.754785,-79.3496963
Taftan Kebob,persian,43.7547521,-79.3498474
Salonika Estiatorio,greek,43.6777924,-79.3515138
Ala Antioch,turkish,43.677885,-79.3510094
Suski Biryani House,indian,43.6694192,-79.3858342
Casa Sushi,sushi,43.6777701,-79.3499955
Komi Banh Mi Bar,vietnamese,43.6777582,-79.350051
Monkey Sushi,sushi,43.677736,-79.3501783
Wanas Shawarma,shawarma;syrian,43.6776913,-79.3504246
Messini,greek,43.6776773,-79.3505081
Central Kitchen,,43.6775203,-79.3512942
Pantheon,greek,43.6775077,-79.3513572
MomoHut & Gardens Inc,asian,43.6774818,-79.3514874
955Chinesefood.com,chinese,43.6729757,-79.2866575
Pai Northern Thai Kitchen,thai,43.7086325,-79.3985451
Little Sister,indonesian,43.6452782,-79.4005672
Janelle's Kitchen,,43.6541592,-79.4230926
Tibet Kitchen,asian,43.646358,-79.4074889
Brunch On Cosburn Ave,,43.6931107,-79.3336205
Sophie's Sports Bar & Grill,,43.6929312,-79.3344585
Freshii,salad,43.7837393,-79.2532091
Thai Room,thai;malaysian,43.7837095,-79.2531512
Daldongnae Korean BBQ,korean,43.7961134,-79.4191832
eb Breakfast Co.,,43.6383286,-79.4161144
Deer Garden,,43.6602285,-79.3858892
Cornerside Cafe,,43.7210509,-79.332318
Zui Beer Bar,,43.7812796,-79.4156391
QCYC Restaurant/Onyx Catering,,43.6301648,-79.3580476
Sinaloa Factory,mexican,43.6782501,-79.3475065
Ramen Buta-Nibo,ramen,43.6782412,-79.3475826
Minami,japanese,43.6466815,-79.3885456
Ristorante La Sala,,43.6697246,-79.3005948
Nganda,african,43.6681849,-79.3408768
Mimi Vietnamese Restaurant,vietnamese,43.6663285,-79.3491043
Saigon Pai,vietnamese,43.6658163,-79.3514819
Wild Oregano,mediterranean,43.6704532,-79.2985851
Apkujung,korean,43.7957638,-79.4192291
Roses New York,persian;american,43.7958042,-79.419245
Tiflisi,georgian,43.6698095,-79.3015937
Haidilao Hot Pot,chinese;hotpot,43.8087474,-79.2683143
Magic Noodle,,43.8084511,-79.2694576
7 Numbers,italian,43.6770398,-79.3538515
Stacked,,43.6775951,-79.3509253
Papyrus,egyptian,43.6771517,-79.3532718
Kababi,persian,43.6771592,-79.3532103
Chiang Mai,thai,43.677194,-79.3529607
Dumpling House,chinese,43.6656446,-79.3511342
Batifole,french,43.6667318,-79.3473197
Bep Viet,vietnamese,43.6666837,-79.3475561
Pho House,vietnamese,43.6656795,-79.3509631
Koh Samiji,thai,43.6780283,-79.3486512
Kervan Kebab,turkish,43.6783431,-79.3486551
Casa Manila,filipino,43.6783144,-79.3488079
The Friendly Greek,greek,43.6782426,-79.3491266
Christina’s,seafood,43.6782296,-79.3491664
Sarang Kitchen,korean,43.6605607,-79.4325868
Piano Piano,,43.6490402,-79.3746567
Shiba Poke,,43.6535864,-79.4270715
VELA,,43.6449087,-79.4004146
Myth,,43.6452102,-79.3974239
Chez Paul,,43.645939,-79.4096603
Pho Banh Cuon,vietnamese,43.6658216,-79.3494096
Rumi,,43.6481637,-79.4865068
Gram's Pizza,pizza,43.6650725,-79.4557376
Thay Bar,thai,43.6646911,-79.4151098
King's Vegetarian Food,,43.7867318,-79.2700358
Beacher Cafe,breakfast;burger;sandwich,43.6720316,-79.2912421
Mapo Pocha,korean,43.6640567,-79.4167607
Kimchi Korea House,korean,43.6552266,-79.3854985
Daldongnae,korean,43.8253492,-79.2988888
Vi Vetha Bistro,italian;french,43.6736201,-79.2820822
Oyabong Sushi,japanese,43.6699102,-79.3011891
Leni Poki,,43.6569875,-79.4523819
360 Restaurant,,43.6425825,-79.387064
Avelo,,43.6670287,-79.3862661
Eat Nabati,middle_eastern;african,43.6550434,-79.3998731
Sibel,,43.7349334,-79.4196298
Boutique Food + Health Club,,43.7353098,-79.420279
Lana's Kitchen,,43.6550972,-79.3999327
Il Vegano,italian,43.6479446,-79.4013048
Mavericks Burger Co,,43.6452104,-79.3643126
Viet Chay vegetarian cuisine,asian,43.7314484,-79.4646971
Veggie D'Light,,43.6551282,-79.3997825
Tsujiri,japanese,43.6552632,-79.3854005
Charlotte's Room,,43.6474543,-79.3865033
Gallery Sushi,sushi,43.6543473,-79.3907732
Bikkuri Japanese Resturaunt,japanese,43.6705661,-79.2969415
Hajime Japanese Resturaunt,,43.6707286,-79.2962387
Thai House Cusine,thai,43.6707584,-79.2960957
Chowrasta Indian Cuisine,indian,43.7078989,-79.3933781
Matagali Indian & Thai Cuisine,thai;indian,43.657049,-79.3849075
Star King,vietnamese;thai,43.70848,-79.3989449
Unplugged Cafe & Bar,indian;american;coffee_shop;ice_cream,43.7855988,-79.2756945
KIN KIN O-Ka-Ne by Oo-Kinza Fish House,japanese;sushi,43.8144224,-79.3239898
JC’s Banquet & Grill House,,43.7729563,-79.2492627
The Friendly Thai,,43.6632773,-79.330626
Daddy's Chicken,chicken,43.6636812,-79.3287872
Dosa Boyz / Hakka Boyz,indian;asian,43.7741525,-79.2825641
Yummy House,chinese,43.6695321,-79.3358918
AFURI Ramen + Dumpling,ramen,43.662693,-79.3795104
Spago Grill,,43.7010837,-79.5108667
Maru,japanese,43.6647573,-79.3241669
Tulia Osteria,pizza,43.6647316,-79.3242622
Martins Churrasqueira,,43.6665012,-79.4978622
Rikki Tikki,indian,43.6540095,-79.4015818
Sugar Kane,caribbean,43.6790056,-79.3437068
Katsu Sushi,sushi,43.6786703,-79.3470177
Padaria,brazilian,43.7024498,-79.3970084
Aloette Go,burger,43.7087951,-79.3991026
The Kingston House Resturaunt,,43.6792115,-79.2972313
Island Blend,caribbean,43.6694807,-79.3031201
Shawarma Day,middle_eastern,43.6663783,-79.3169249
Jaclyn's,caribbean,43.6661138,-79.3180081
The Green Room,,43.6568234,-79.4067934
Tahini's,mediterranean,43.6581205,-79.3979162
Self Ramen Bar,ramen,43.6581303,-79.3978562
Terima,,43.6581422,-79.397797
Upper Beaches Bourbon House,,43.7184734,-79.2507369
Town Wings,,43.6512603,-79.4403198
Oishiii Sweets Cafe,japanese;dessert,43.8180525,-79.3053358
Nichiban Sushi 4 U,sushi,43.8230575,-79.306079
Pizza Studio,pizza,43.769471,-79.5019642
Amma Mono House,,43.6737502,-79.2828212
Lekker,waffle,43.6546813,-79.40193
Lapinou,,43.6443074,-79.4015363
Koji Sushi,sushi,43.6651672,-79.4527344
Távora,,43.674645,-79.4566077
Uno Bistro,ukrainian,43.6186001,-79.509709
Anh Dao,vietnamese,43.656299,-79.3990883
Thai Jalearn,thai,43.6487869,-79.5284428
Resurrection Restaurant + Bar,,43.6449584,-79.5326599
Ikki Sushi,sushi,43.7053509,-79.2512405
La Scogliera,italian,43.7058411,-79.2509972
Miznon,,43.6709531,-79.3897541
Cate Landwer,,43.6703125,-79.385498
LOCAL Public Eatery Adelaide,,43.6489452,-79.3843777
Wow! Wing House,,43.7986377,-79.1964289
DoughBox Wood Fired Pizza & Pasta,pizza,43.6981302,-79.4396304
Istanbul Kebab House,kebab,43.7074922,-79.3956227
Sansotei Ramen,japanese,43.703705,-79.3975067
Good Eats BY Juian,sandwich,43.7554603,-79.1972415
Tai chi Restaurant chinese food,,43.7595674,-79.1982871
Twice As Nice,,43.759606,-79.1983872
Twice As Nice,,43.7590004,-79.1981768
Pür & Simple,breakfast,43.6166159,-79.5556962
Chotto Matte,sushi,43.6462045,-79.3789908
Sushi Rock,sushi,43.7105769,-79.398999
Royal Karahi,,43.6557643,-79.3643236
Kish's Roti & Doubles,caribbean,43.6556918,-79.3646449
Meet Sushi and Boil,sushi,43.7753295,-79.1789609
Union Chicken,,43.6446613,-79.3812289
Dolsoe Korean,korean,43.7790528,-79.4749313
Bosphorus,turkish,43.7734613,-79.4920327
Isaan Der,thai,43.6545098,-79.3983727
Salus,,43.6525951,-79.3789957
Defina Wood Fired,pizza,43.6658061,-79.4501665
Maestro's,pizza,43.6604908,-79.3419302
Pho Com Tam 168 Vietnamese Cuisines,vietnamese,43.669034,-79.3378737
Lobster Burger Bar,seafood,43.6473853,-79.3867874
Pho Le Vietnamese Noodle Soup,vietnamese,43.6557917,-79.3939352
Taisho Japanese Grill,,43.6559377,-79.3932614
Japanese Yakitori Izakaya,japanese,43.655993,-79.3929895
Yuugi Izakaya,,43.6558074,-79.3938779
Yunnan Noodle Shack,,43.6558204,-79.3936923
Koh Lipe,thai,43.6558832,-79.39345
Smoque N' Bones,,43.6560934,-79.3936856
Mr. Fish,chinese,43.6547058,-79.3984476
Dahu Hotpot,,43.655823,-79.3938215
Charidise,,43.6559403,-79.3932376
Mexhico,,43.6561438,-79.3933877
Larb Muang,,43.6558089,-79.3937465
Petite Lune,,43.6559259,-79.3933034
August 8 Dim Sum + Sushi,,43.6546719,-79.3984148
Street Grill Bar,barbecue;chinese,43.6562156,-79.3931138
Kung Fu Duck,,43.6570647,-79.3994136
Chaoshan Beef Hotpot,,43.6545402,-79.3989617
Kokumi Mini Hot Pot,,43.6568101,-79.3993072
Ramen Station,,43.6556112,-79.3988179
Tastys Chicken & Donuts,,43.6555283,-79.398782
Spice & Aroma,,43.6563836,-79.3991271
Yin Ji Chang Fen,,43.6557571,-79.398862
Daldongnae,korean,43.6554785,-79.3987597
Xiaobiandan,,43.6562598,-79.3996529
New Sky Restaurant,,43.65541,-79.3987397
ChiChop x norigo,,43.6574236,-79.4001167
Tasty's Restaurant & Catering,caribbean,43.656727,-79.3994901
Chongqing Chicken Hot Pot,,43.6562521,-79.3996475
Korean Grillhouse,,43.6572993,-79.3995128
A1 Stone Pot,,43.656865,-79.399313
Crimson Teas,,43.6569614,-79.3993518
The Portuguese Chicken Guys,portuguese,43.6264943,-79.5407005
Gyubee Japanese Grill,japanese,43.8157799,-79.2931245
Gushi Japanese Street Food,sushi;japanese,43.66243,-79.3673577
Forest Hill Farmhouse,salad,43.6400686,-79.4409042
Huevos Gourmet,,43.6229733,-79.4788722
The Donlands Diner,,43.6943934,-79.342747
Beach Hill Smokehouse Texas BBQ,barbecue,43.6515712,-79.4750007
Sunset Grill,american,43.6702658,-79.2996161
The Lair,,43.6574941,-79.365382
Mercato,,43.6437771,-79.4294312
Halibut House,fish_and_chips,43.7685027,-79.1897573
Bistro Grande,,43.7002798,-79.4296339
Madame Saigon,vietnamese,43.7013145,-79.3974035
Sushi & Sushi,sushi,43.7038126,-79.4141621
Latin World,mexican,43.6958819,-79.4500979
Mira Mira Diner,,43.669563,-79.3016951
Sandy's Resturaunt,,43.6856361,-79.3122955
Wake’a Boo Breakfast Bar,,43.650476,-79.4786529
Zante,,43.681033,-79.3105232
Kinton Ramen,japanese,43.6373997,-79.4246776
Red Wing,,43.7140057,-79.5558194
Chiang Mai Thai Kitchen & Bar,thai,43.6381609,-79.4176827
Canton Kitchen,chinese,43.7979874,-79.2711443
The Gull,,43.669311,-79.3026865
Freshii,salad,43.6704786,-79.2984703
bb.q Chicken,korean;chicken,43.6572813,-79.3836794
Maison T Bistro,french,43.6705026,-79.4264043
Ginger and Onion Cuisine,chinese,43.8261554,-79.2774964
Mashu Mashu,mediterranean,43.6883256,-79.4124203
Wilsetti,pizza,43.6880496,-79.4127113
El Catrin Destileria,mexican,43.6505721,-79.3587031
Gui Gui,korean,43.7874099,-79.417156
Liberty Soho,,43.6384522,-79.4168494
Ricarda's,,43.6485035,-79.3935189
Chainsmoker,barbecue,43.7443221,-79.3015938
Gwalia,indian,43.7753971,-79.2387826
Good Taste Casserole Rice,chinese,43.7707061,-79.4130464
Daldongnae Korean BBQ,korean,43.7707563,-79.4130574
Chick Queen,chicken,43.650285,-79.3887101
Azura,,43.6766305,-79.3573698
ThaiOne Eats,thai,43.6663678,-79.3490474
El Hijo de Tizoc,mexican,43.6668769,-79.3455466
Happy Valley Village,chinese,43.8147617,-79.2926228
Ajisen Ramen Scarborough,ramen,43.8155375,-79.2930632
Hey Noodles (Scarborough),chinese;noodle,43.8147201,-79.2930557
Sudden Summer Cafe,chinese,43.8152628,-79.2928842
Daimaru Shabu Shabu (Scarborough),asian;hotpot,43.8151554,-79.2962473
La Pho Vietnamese Restaurant,asian,43.8151353,-79.2963742
PanPan Noodle Bar,chinese;noodle,43.8150377,-79.2959706
Lucky Ace BBQ,chinese,43.8148503,-79.2967923
One Plus One BBQ,chinese,43.8225938,-79.2987538
Jiangnan Handmade Dim Sum,chinese,43.8223359,-79.2986304
Hunan Style Restaurant,chinese,43.8224994,-79.2987104
AKA-ONI Ramen&Izakaya (Scarborough),japanese,43.8224142,-79.2986682
Deer Garden Signatures Scarborough,chinese,43.8215594,-79.2987052
Gyu Hito Japanese BBQ Restaurant,japanese,43.8219601,-79.2984646
I'm a little hot crab,chinese,43.8216488,-79.2984118
Ho Ban Korean Restaurant,korean,43.8225574,-79.2987387
Beach Hill Smokehouse,barbecue,43.6840857,-79.3005605
Le Baratin,,43.6499538,-79.43507
Dave's Drupatis Roti & Doubles,,43.7838562,-79.2049803
No. 1 Jerk,jamaican,43.7219874,-79.2356796
Wild Wing,chicken,43.7210015,-79.2366333
Double Double Pizza & Chicken,pizza;chicken,43.7211783,-79.2364406
Super Choy,chinese,43.7211089,-79.236518
Sushi Lovers,sushi,43.6885918,-79.4123948
TORA,japanese,43.7245018,-79.455267
Morellina’s,italian,43.6672677,-79.4200009
NBA Courtside Restaurant,,43.6419058,-79.3738838
Bad Egg,korean,43.6534064,-79.3695894
Bao Bao Express,vietnamese,43.6506058,-79.4793035
Simba Grill,,43.6934283,-79.3423873
Captain John Fish & Chips,seafood,43.6933773,-79.3423622
Hakka Garden,,43.7045467,-79.3497467
Mandiafandi,,43.7083135,-79.3426495
Eats Manilla,phillipines,43.653619,-79.390472
Nai Nai,indonesian,43.6535034,-79.3904396
Añejo,,43.6446063,-79.3999922
Vietnoms,,43.7644858,-79.3961714
Shamshiri Restaurant,,43.7644707,-79.3984131
So Hungry,,43.7645414,-79.3959498
Konjiki Ramen,japanese,43.7669663,-79.4120212
99 Bottles,,43.6802053,-79.2887019
Amal (Toronto),lebanese,43.668672,-79.3925218
Sang-Ji Fried Bao,,43.6686266,-79.3856661
Tahini's,middle_eastern,43.6460541,-79.3916671
Abrielle,mediterranean,43.6459446,-79.3920731
Nobu,sushi,43.6455713,-79.3906187
Nutbar,,43.6461436,-79.397934
Maison Selby,,43.671281,-79.3765959
Momo Ghar,,43.6674195,-79.3694431
Annalakshmi,indian,43.6445605,-79.391512
Bhojan Ghar,indian,43.6848955,-79.317204
Blomboon Restaurant & Bar,,43.636994,-79.396459
Asian Legend,,43.6536865,-79.3951286
Tdot Jerk,jamaican,43.6396435,-79.4467521
Sake Sushi,sushi,43.6395183,-79.4467145
Kaka,sushi,43.752396,-79.2623799
Kaka,sushi,43.7523943,-79.2623834
Kaka Restaurant,sushi,43.7523674,-79.2623727
Dotty's,,43.6652949,-79.4540464
Mangiare Italian Family Dining,italian,43.6655107,-79.4639861
Vos Restaurante Argentino Steakhouse,argentinian;steak_house,43.629945,-79.4767377
Pizzamaru,pizza,43.7899166,-79.4184724
Pizzamaru,pizza,43.7625798,-79.4114883
Big Trouble Pizza,pizza;burger,43.6696216,-79.4373402
Parallel,,43.6694178,-79.4385724
Charcoal Kebab House,uyghur,43.6577007,-79.3762372
Delhi Momos,indian;dumplings,43.6571712,-79.3784511
Pizzeria No. 900 Beaches,pizza,43.6698811,-79.3001043
Heal,,43.6694682,-79.3031758
Poke Eats,poke,43.6694433,-79.3032892
Yang's Braised Chicken Rice,chinese,43.6536846,-79.3950193
Souvlaki Emporium,greek,43.6652132,-79.4525095
Thai Lime,thai,43.6651773,-79.4526778
BOOM Breakfast & Co. Junction,,43.6656836,-79.4639359
Hokubu Ramen,ramen,43.6729474,-79.286731
Runway 06,,43.6485942,-79.390683
Maven Toronto,,43.662855,-79.4037461
Ramen Ya,,43.6620487,-79.3982679
Delicious Shawarma & Falafel,shawarma,43.8001158,-79.3069393
Egg Club,,43.6447371,-79.3801583
Gio Rana’s Really Really Nice,italian,43.6633299,-79.3304203
Jardin Noir,,43.7248774,-79.4550484
Konjiki Ramen,ramen,43.7250401,-79.4549183
Pho Day,,43.8101483,-79.269619
iSHQ,,43.7288356,-79.2812412
The Udupi Palace,indian,43.6720077,-79.3224417
Top Silog,filipino,43.7387335,-79.4340572
Mang Jose Filipino Cuisine,filipino,43.730143,-79.4319984
Linh Anh Vietnamese Cuisine,vietnamese,43.8066974,-79.289497
Amelia's Market,sandwich;breakfast;western;canadian;regional;italian;salad;grill;pastry;brunch;tapas;soup;deli;dessert,43.6706719,-79.434614
Annabelle Pasta Bar,italian;cocktails,43.6754445,-79.4232097
Lambretta Pizza,pizza,43.6745465,-79.4316693
Pumpernickel's,,43.6575518,-79.3837832
Punjabi Chaap Corner,indian,43.6575911,-79.3836116
Elm Street Italian Deli,italian,43.6575755,-79.3824743
Flipper's,pancake,43.6574107,-79.3831744
Dil Se Dil Tak,indian,43.6405597,-79.3808024
Mar’aa Yorkville,middle_eastern,43.6691296,-79.3883965
The Backyard Smokehouse,barbecue,43.6750798,-79.406742
Heal,,43.6550617,-79.4180983
UK India Bistro,,43.6550473,-79.4174965
Ficoa,,43.6551986,-79.4133337
Crystal Thani,,43.6552926,-79.4128788
麻小辣砂锅米线,asian,43.6549958,-79.3866485
Churrasco Villa,por;portuguese,43.7084659,-79.3905555
Cowboy’s Grill,,43.7005504,-79.3968591
Jian Bing Club,,43.6569269,-79.3993482
Pearl Yorkville Chinese Cuisine,chinese,43.6687903,-79.3864992
Petit Potato,pizza;coffee_shop;burger;chinese;sandwich;chicken;japanese;american,43.6661615,-79.3874306
chop chop,,43.6519862,-79.407039
ramen RAIJIN,japanese;noodle,43.6651705,-79.3861097
Sushi Umi,japanese,43.6681215,-79.387798
Lao Lao Bar,thai,43.6657509,-79.3856764
Holychoco Toronto,regional,43.6656722,-79.3869246
BOKU (Yonge St.),japanese,43.6639889,-79.3844119
Day’s Kitchen,barbecue,43.8061154,-79.223125
Express Munchies,chinese,43.8063435,-79.223318
DelecTable,filipino,43.8061723,-79.2231737
999 Sushi,sushi,43.806253,-79.2232433
The Owl of Minerva,korean,43.8248571,-79.3006137
Earls,american,43.6688266,-79.3887956
bb.q Chicken,korean;chicken,43.6689962,-79.3860911
Freshii,salad,43.6453458,-79.5227962
Moxie's,bar_and_grill,43.6464501,-79.3845094
Greedy Goose Kitchen + Bar,,43.6428138,-79.4072384
Kachiguda Junction,indian,43.7942757,-79.3297809
Bravo! Peruvian Kitchen,,43.6521945,-79.4721847
Dickey’s Barbecue Pit,barbecue,43.6519232,-79.4734067
Bento Sushi,sushi,43.6478624,-79.3843283
Coffee Oysters Champagne,,43.6473435,-79.3868064
Solkatt Cafe,,43.6587837,-79.4426991
Aviv Immigrant Kitchen,,43.6808041,-79.4291635
Fresh Kitchen + Juice Bar,,43.612554,-79.5552365
Hungry Jack's Italian Mediterranean Grill,italian;mediterranean,43.6808345,-79.430658
Aisle 3,vietnamese,43.6615893,-79.4552596
Dynamite Sushi,sushi,43.6553377,-79.4563859
9 Mile Jamaican and International Cuisine,caribbean;jamaican,43.6583107,-79.4435124
Amano,,43.6450031,-79.3813259
Pho Lady,vietnamese,43.7123485,-79.3644985
Lajawab,indian,43.7189117,-79.5711119
Food Mantra,,43.5940837,-79.5343325
Miku,,43.6410914,-79.3776578
Joe Bird,,43.6382698,-79.3804826
Lucia,,43.6649519,-79.4542675
Rchive Fashion Club,,43.6433558,-79.4061667
Maxime’s,,43.643992,-79.3996992
Earls,american,43.6442366,-79.4004679
Greta,,43.6446657,-79.3995122
Grad Room,,43.6633365,-79.4019146
Thindi,indian,43.6382238,-79.4172142
Hello Nori,,43.6470347,-79.3833909
Chotto,,43.6463825,-79.3784208
Black + Blue,,43.6483114,-79.3828528
Litsea Cuisine,,43.8056389,-79.3375117
Phoenix Club,,43.8070509,-79.3387215
Pepper Meets Pepper Hunan Cuisine,chinese,43.8068401,-79.3386459
Sunset Grill,american,43.7418711,-79.3133117
Pho Toronto,vietnamese,43.7424371,-79.3141823
KOS restaurant,,43.6548933,-79.403427
Casa Mezcal,mexican,43.6751488,-79.40633
Piano Piano,,43.6610188,-79.4305899
Playa Cabana,mexican,43.6760145,-79.4012093
Joey,regional,43.6491722,-79.3788536
Convivium Dining Community,,43.6496249,-79.3779095
Pho 90,vietnamese;noodle,43.6741882,-79.4696774
Chuck’s Roadhouse,,43.6500194,-79.604181
Taste of Greek,greek,43.715833,-79.2621928
Dilli Walla Street,indian,43.7158958,-79.2619553
Panda Wok,chinese,43.7076899,-79.2688835
Adi Biryani & Kabab House,indian,43.7076194,-79.2692642
Zam Zam Tikka & Kabab House,indian,43.7065518,-79.2688089
Graceful Vegetarian,asian;chinese,43.8236308,-79.3024549
Aifam Sandwich Shop,italian;sandwich,43.6629155,-79.4034449
Premium Sweets,dessert,43.6959277,-79.2760587
Chopstick Foods,chinese,43.6932573,-79.2799624
Adda,bangladeshi,43.693889,-79.2774804
Pitha Ghor & Sweets,bangladeshi,43.6939425,-79.2775008
Sedaghat Restaurant,persian,43.6940271,-79.277518
Lobongo,indian,43.6943692,-79.2753783
Madinah,bangladeshi,43.6944161,-79.2751693
BD Fusion,,43.6945045,-79.274727
The Spicy Grill,bangladeshi,43.692557,-79.2830818
Food Monks,,43.6923561,-79.2824977
Ghoroaa Danforth,bangladeshi,43.6906952,-79.2913941
Makkah Restaurant,indian;pakistani,43.6905853,-79.291844
Subhan Halal Pizza and Chicken,pizza;chicken,43.6905021,-79.2921212
Little Bangladesh Restaurant,bangladeshi,43.6903046,-79.2930644
Danforth Roti Shop,caribbean,43.6897734,-79.2954374
Bistro Camino,,43.689313,-79.2974612
Kera Restaurant,ethiopian,43.6888063,-79.2974597
Grillies,mexican,43.688707,-79.3001131
Sushi on Gerrand,sushi,43.6707383,-79.3281173
Golden Pizza,pizza,43.6873333,-79.3063346
Fusion Kitchen,indian,43.6872514,-79.3067098
La Familigia on the Danforth,pizza,43.687136,-79.3072617
Gyoko Sushi,sushi,43.6858704,-79.3112086
Hirut,ethiopian,43.6856213,-79.3138733
Thairoom,Thai and Malaysian,43.6854405,-79.3131471
Cumin,indian,43.6846453,-79.3183938
Happy Day's,,43.6845917,-79.3186685
Trecce,italian,43.6845415,-79.3188893
Denny's,american,43.6674354,-79.4893426
Tan Dinh Quan Vietnamese Cuisine,vietnamese,43.6694282,-79.4826378
National,,43.6422551,-79.3966757
416 Snack Bar,,43.6475303,-79.4039333
Yanagi Sushi,sushi,43.683246,-79.3249178
Pomarosa Coffee Shop & Kitchen,venezuelan,43.6831364,-79.3254168
Aviator,,43.6829517,-79.3262947
La Vegan,ethiopian,43.6829125,-79.3264329
El Sol Mexican Restaurant,mexican,43.682901,-79.326516
Taverne Tamblyn,,43.6827871,-79.3270961
Abugida Restaurant & Lounge,ethiopian;eritrean,43.6823232,-79.3276033
Sora Restaurant,ethiopian;eritrean,43.6822454,-79.3279613
Rendez-Vous,ethiopian,43.6826678,-79.3275727
Wazema,ethiopian,43.6824574,-79.3285665
Borrel,dutch,43.6820226,-79.3290882
Maple Cafe,breakfast,43.6823875,-79.3297582
Fasika Restaurant & Bar,ethiopian,43.6818797,-79.3297294
Dahlak Lounge,,43.6820811,-79.3303549
Avenue Diner,diner,43.6747492,-79.3970976
Sala Thai Kitchen,thai,43.6819912,-79.3307456
Blue Nile Ethiopian Cuisine,ethiopian,43.6819773,-79.330817
Asmera Bar & Restaurant,ethiopian,43.6818716,-79.3312968
Lalibela Cuisine,ethiopian,43.6817694,-79.3317525
Tommy's Grill & Bar,,43.6817239,-79.3319521
Kabsa Mandi Restaurant,middle_eastern,43.6805825,-79.3357876
Makkah Restaurant,indian,43.6807215,-79.3366633
Galata,turkish,43.6803649,-79.3384053
Abyssinia,ethiopian,43.6800848,-79.3398234
Danforth Dragon Restaurant,hakka,43.6797742,-79.3397889
Sammi,chinese,43.6800232,-79.3401466
Pizza Hut,pizza,43.6799704,-79.3404332
Nakayoshi,japanese,43.6797867,-79.3413808
Trattoria Di Parma,italian,43.6794116,-79.341627
Aji Sai,japanese,43.6793911,-79.3416886
Black Pot Lounge & Restaurant,middle_eastern,43.6797563,-79.3415312
Mission Works,,43.6642276,-79.3264867
Annette Food Market,,43.6625859,-79.4711424
Pizzeria Libretto,pizza,43.6785383,-79.3476344
Yalla Paramount,,43.6782098,-79.3477334
Taki Sushi Japanese Restaurant,japanese,43.6789069,-79.34414
Il Fornello,italian,43.6786855,-79.3469227
Freshii,salad,43.7255712,-79.4025904
Pala 148,italian_pizza;pizza,43.6699241,-79.3934507
Queens Harbour,,43.6387028,-79.3850583
Mocha Mocha,,43.6779098,-79.349362
El Charro,mexican,43.6779272,-79.3492698
Sambal,indonesian,43.6777432,-79.350111
Mezes,greek,43.6779554,-79.3506412
Rahier Patisserie,pastry,43.7057546,-79.3753893
Duff's Famous Wings,wings,43.7060982,-79.3754786
Ramona's Kitchen,,43.7061828,-79.3755092
Fukui Sushi,japanese,43.7062914,-79.3755542
Tahini's,shawarma,43.6515889,-79.3663017
Astoria,kebab,43.6777302,-79.3518006
Rodeo,brazilian,43.6761321,-79.3583928
Shalom,,43.667474,-79.3691109
Butter Chicken Factory,indian,43.6672024,-79.3693732
Falacha Fusion,,43.667419,-79.3694813
Luis Hernandez Restaurant,mexican,43.6669297,-79.3692301
Salt & Tobacco,pizza,43.6653269,-79.3682358
Phosome,vietnamese,43.6646624,-79.368304
Saigon Pai,vietnamese,43.6634348,-79.3678393
Ryus Noodle Bar,ramen;japanese,43.677138,-79.358932
Blondies Pizza,pizza,43.6625709,-79.3670969
Urban Thai,thai,43.6624608,-79.3670654
Hakka Bistro,hakka,43.6616465,-79.3670764
Wehliye Restaurant,somalian,43.6583532,-79.3657195
Wanaag Restaurant,somalian,43.6571528,-79.3652402
Masala Guys,indian,43.6574367,-79.3653495
Captain Cookes Fish & Chips,fish_and_chips,43.6567945,-79.364764
