Name,Cuisine,Latitude,Longitude
St. Louis Bar & Grill,chicken,43.7771827,-79.3450597
Hana Don Japanese Cuisine and Bar,japanese,43.7774061,-79.344448
Moxie's,bar_and_grill,43.7776146,-79.343339
Heart Sushi,japanese,43.7775882,-79.3439511
Freshii,salad,43.67062,-79.390095
Dynasty Chinese Cuisine  (Last Straw Distillery),,43.671049,-79.390832
Edo-Ko,japanese,43.6889332,-79.4126302
Fresh Kitchen + Juice Bar,,43.6479329,-79.3743617
The Sultan's Tent,french;moroccan,43.6479793,-79.3742625
Zin Restaurant,,43.6722249,-79.3958771
Reds,,43.6493587,-79.3824405
Chefs of Pauri Khal,indian,43.7038952,-79.3746754
Pizza Hut,pizza,43.700751,-79.3734823
Aria,italian,43.643481,-79.3803828
Nene Chicken,korean;chicken,43.6551191,-79.3861176
Wah Too Seafood Restaurant,chinese,43.65476,-79.3871732
Pizza Hut,pizza,43.7705697,-79.1863435
Thai Noodle,,43.6825101,-79.4198609
Jyugoya Japanese Restaurant,,43.704384,-79.3750285
The Keg,steak_house,43.6466575,-79.3749662
The Old Spaghetti Factory,italian,43.6469094,-79.374395
Mercatto,italian,43.660083,-79.387467
Pizza maru,pizza;korean,43.6599227,-79.3787231
Katsuya,japanese,43.6598935,-79.3788764
United Bakers Dairy Restaurant,sandwich,43.7202879,-79.4311057
Empire Supper Club,,43.6472967,-79.3870405
Oniwa Sushi,sushi,43.6473653,-79.3867133
Lee Chen Asian Bistro,,43.6473724,-79.3866426
O Sushi,,43.6666075,-79.3168184
The Homeway,,43.7125227,-79.3915049
Porticello Restaurant,,43.6386738,-79.3900036
Katana on Bay,japanese,43.650334,-79.380766
Iggy's Pizza,pizza,40.4533213,-80.6078217
Sorn Thai Restaurant,thai,43.7133623,-79.3999679
C'est Bon,chinese,43.7169135,-79.4001159
The Resevoir Lounge,,43.6485802,-79.374533
Uncle Tony's,italian,43.6484703,-79.3750114
Rex's,,43.6566666,-79.3838379
Yulla Sushi Asian Cuisine,sushi,43.651395,-79.379378
Watan Pizza,pizza;burger,43.7082977,-79.3433342
Il Fornaro,italian,43.7341384,-79.419943
Bellissimo,italian,43.6488421,-79.3687241
Sunset Grill,american,43.67105,-79.384016
Mad Radish,,43.6710448,-79.3839087
Yuzuki,,43.6710522,-79.3838569
From Shunoko,,43.7287789,-79.4033551
Melani - Modern Greek,,43.713016,-79.399445
Auberge du Pommier Restaurant,,43.747081,-79.40766
Portico,,43.6517823,-79.3780277
Freshii,salad,43.6499338,-79.3748549
St. Louis Bar & Grill,chicken,43.6498738,-79.3751323
Carisma,,43.6503523,-79.3760841
Swaagat,indian,43.649641,-79.376381
Bampot,tea,43.6615389,-79.4090555
Zelden's Deli and Desserts,deli;dessert,43.6874553,-79.3940208
Popular Chinese Diner,chinese,43.6836937,-79.392453
The Rebel House,,43.6776549,-79.3899887
Rollstar Sushi,sushi,43.674678,-79.3888337
Tao Tea Leaf,,43.6745066,-79.388771
Sunny Morning,breakfast,43.6864739,-79.3936057
Boccone Deli & Pizza Bar,,43.6863273,-79.3935466
Bloom,,43.655284,-79.386618
Salad King,,43.6577036,-79.3816976
Krabi Thai Cuisine,thai,43.701987,-79.387351
Wild Chicory,,43.702176,-79.387402
Wylie's,,43.6826001,-79.3919937
Maurya East Indian Roti,indian,43.705303,-79.374765
Tutto Pronto Fresh Italian,italian,43.705353,-79.374781
Echo Sushi,sushi,43.7012652,-79.3973893
Mariachi's Mexican Cuisine,mexican,43.7021621,-79.3975815
Marigold Indian Bistro,indian,43.7028232,-79.3881598
Yukashi,,43.7049183,-79.3885745
Margaret's Cafe,,40.4732879,-80.6019254
Rumi,,43.7062032,-79.3750915
Caribbean Heat,caribbean,43.7645627,-79.4897725
Shibui Sushi,sushi,43.703744,-79.388506
Bindaz Biryani’s,indian,43.707901,-79.393379
99 Sushi,sushi,43.707939,-79.393162
Smoke Show BBQ & Brew,,43.707174,-79.390038
Bolan Thai Cuisine,thai,43.7066294,-79.3892785
Brownes Bistro,,43.684081,-79.392107
Zezafoun,syrian,43.702666,-79.3970833
Bhoj Indian Cuisine,indian,43.6645934,-79.4024199
Pig Out BBQ,,43.6631932,-79.4024398
Chilliy Pepper Tacos,mexican,43.6757082,-79.4036267
Kadak Vibrant Indian Cuisine,indian,43.7022234,-79.3975922
Namil Korean Food,,43.7015158,-79.3970493
Little Sister Indonesian Food Bar,indonesian,43.7015731,-79.3970604
Hokkaido Ramen Satouka,japanese,43.7021133,-79.3971633
Hong Shing Chinese Restaurant,chinese,43.6549367,-79.3869324
Mom's Pan Fried Bun,chinese,43.6549824,-79.3867092
VegeDelight Restaurant,,43.6550602,-79.3863319
Gyugyuya,asian;curry,43.6550421,-79.3864295
Evergreen Thai Restaurant,thai,43.6550545,-79.3863673
Yueh Tung Restaurant,japanese,43.6552238,-79.3852634
Joey,regional,43.655865,-79.38186
La Bamboche,,43.7281129,-79.4181696
OffCourt Bistro,,43.6983471,-79.3908466
Pickle Barrel,,43.7074131,-79.3990386
JJ Fried Chicken,korean,43.6906671,-79.4718026
Best Bite Bar & Grill,,43.6533216,-79.6003185
Fran's Restaurant,,43.647574,-79.376017
Positano Restaurant,italian,43.704718,-79.388476
Domaine Mamo,,43.703601,-79.3880476
Ravi Soup,,43.6476139,-79.3919228
Azure Restaurant & Bar,,43.644434,-79.38539
Yunshang Rice Noodle,noodle,43.803588,-79.288112
chako,,43.8143103,-79.2947473
Sing Viet Thai,,43.814549,-79.293211
Harbour Sixty Steakhouse,steak,43.6420253,-79.3784323
New Ho King,chinese,43.6561356,-79.3995961
Shoeless Joe's,grill,43.7688679,-79.185835
Don Alfonso 1890,,43.6504702,-79.3761464
Sansotei Ramen,japanese,43.650899,-79.377091
Pumpernickel's,,43.650942,-79.376904
Pho House,vietnamese,43.6397386,-79.5375294
Easy Restaurant,,43.6387165,-79.4456868
Ghazale,,43.5979754,-79.5190603
Pegrolls,,43.5973292,-79.5215445
Qahwah Cafe & Lounge,,43.5954551,-79.5285192
Khazana,,43.6551796,-79.3802455
Vietnam Noodle Star,vietnamese,43.8045658,-79.2876632
BiBab Express Sushi N Rolls,sushi,43.6477934,-79.3761064
Biff's,steak_house,43.6474564,-79.3762616
Matsuda teppanyaki sushi,japanese,43.7454703,-79.3461435
Darband,persian,43.7551357,-79.3483402
Makkal Chon,korean,43.7446209,-79.2963747
Konia Kitchen & Bar,,43.6509771,-79.4506845
CKB,,43.6507,-79.4505792
Darna,,43.6512292,-79.4507872
Woods,,43.6489563,-79.3750025
Chadani,indian,43.649008,-79.374789
Nami Japanese Restaurant,,43.65077,-79.375843
Hickory House Restaurant,,43.803851,-79.341517
Ama Sushi,sushi,43.7799619,-79.1383953
Wimpy's Diner,diner,43.7972304,-79.1497367
Ema-Tei Authentic Japanese Food,japanese,43.6512784,-79.3891188
Gabby's,,43.709304,-79.384995
McMurphy's,,43.709288,-79.385077
Starving Artist Waffles & Espresso,breakfast,43.701526,-79.387191
Hazel's Diner,,43.702121,-79.3874
Phebe's Zee Grill,seafood,43.704878,-79.388542
Florentia Italian Ristorante,,43.7035573,-79.3880232
Boland's Open Kitchen,,43.7034623,-79.3879871
Sunset Grill,american,43.7735803,-79.2828633
Wild Wing,chicken,43.7729472,-79.2801147
Western Bar and Grill,,43.756942,-79.528882
House of Wong,chinese,43.7736626,-79.1830607
St Andrews Fish & Chips,fish_and_chips,43.7714627,-79.2527038
Sushi Zone,japanese,43.7001271,-79.3971798
The Mars Diner,diner,43.7090962,-79.3986581
Nakamori Japanese Restaurant,japanese,43.736975,-79.2446844
Kibo Sushi + Izakaya,japanese,43.711425,-79.399167
Impact Kitchen,,43.713453,-79.3995722
good bite Restaurant,,43.711475,-79.399171
George the Greek,greek,43.5941808,-79.5340231
Thrive Organic Kitchen & Cafe,,43.5950208,-79.5304708
Speed Roll & Thai,thai;korean,43.5990693,-79.5136939
Scaddabush,italian,43.614322,-79.5599867
The Captain's Boil,,43.6155492,-79.5589678
Wild Wing,chicken_wings,43.6174813,-79.5385213
Pho Ngoc Yen,vietnamese,43.617658,-79.5428785
Paramount Fine Foods,middle_eastern,43.6170629,-79.542104
Cora,breakfast;brunch,43.6178677,-79.5387573
Mandarin,chinese,43.6211027,-79.5230583
Randy’s Roti & Doubles,,43.672546,-79.387899
Dimitri's Place,,43.5997793,-79.5089413
Michael's West Indian Flavour,regional,43.5994991,-79.5102087
Bombay on the Lake,indian,43.6000087,-79.5078944
Golden Cook Caribbean Restaurant,,43.6004876,-79.5057506
Caribbean Queen Roti Hut,,43.6004751,-79.5058119
The Kebab House,,43.6002815,-79.5066722
Halibut House,fish_and_chips,43.6018179,-79.5012674
Dakota's Sports Bar and Grill,,43.6018409,-79.5011243
Maple Leaf House Grill & Lounge,,43.6019588,-79.4986404
What A Jerk! Jamaican Restaurant & Catering,,43.5963869,-79.5243343
Buzy Bee M,,43.5961985,-79.525206
Hi-Na,japanese,43.6257731,-79.5043739
Bua Thai,,43.6260311,-79.5032588
Il Bunji,korean,43.6259777,-79.5035055
The Queensway Bistro,,43.625963,-79.5035639
Corazon Agave Mexican Cuisine,,43.6258121,-79.5042411
Posticino Ristorante,,43.625944,-79.5036303
IRENE Restaurant,,43.6434028,-79.3660686
Japango,sushi,43.6550998,-79.3852107
Il Paesano Pizzeria and Restaurant,pizza,43.6011609,-79.545298
V's Schnitzel House,,43.6021785,-79.5457048
Pulcinella Ristorante Italiano,italian,43.5933221,-79.5377312
Long Branch Social House,,43.5940554,-79.5346321
Olive Kebab,,43.6016882,-79.5018026
Lucky Dice Restaurant,,43.6013371,-79.5032162
Kitchen on Sixth,british,43.6005796,-79.5068518
Caribbean Breeze,caribbean,43.6188688,-79.4996707
SS2 Famous Bar & Resturant,caribbean,43.6203111,-79.4998658
New West City Resturant & Bar,,43.6151696,-79.4883486
TICH,indian,43.6176555,-79.4874424
Canadiana,,43.6135621,-79.4898014
Viva Sub,sandwich,43.6223164,-79.5218668
La Taqueria,,43.6510599,-79.3969821
Affrien Infian Restaurant,,43.707044,-79.396175
Golden Stove,chinese,43.614556,-79.4890917
New Flower Drum,chinese,43.6144122,-79.4891665
Alppalachia,barbecue,43.6146141,-79.4890639
LaVinia Restaurant,spanish,43.6163386,-79.4881504
Everest Hakka House,chinese,43.6162842,-79.4881772
Via Allegro Ristorante,,43.6151307,-79.5573861
Mai Mai Restaurant,chinese,43.5971022,-79.5233915
Trini Gardens Restaurant,,43.5971217,-79.5232922
Jawny Bakers,american,43.7057105,-79.3128343
China Court,chinese,43.7559029,-79.4374394
Friendship Restaurant,,43.775904,-79.322443
Umami House,japanese;sushi,43.775281,-79.330506
Jing Chinese Restaurant,chinese,43.7067134,-79.3757193
Don Chon,korean,43.625165,-79.5087552
The Blue House Cucina,,43.6250029,-79.5095029
Kaji Japanese Cuisine,japanese,43.6249038,-79.5099431
Ragu Scratch Pasta,pasta;italian,43.6244212,-79.5120575
Scottybons Caribbean Grill,caribbean;jamaican,43.622429,-79.5213635
Souvlaki Place,greek,43.6227555,-79.5199112
Cantonese Gourmet Chinese Food,chinese,43.621458,-79.5254138
Spoon & Fork,japanese;thai,43.6209558,-79.524512
Red Lobster,seafood,43.778359,-79.311917
On the Rocks,,43.650174,-79.368189
The King’s Kurry,indian,43.6472467,-79.5125445
The Crooked Cue,american,43.647109,-79.5131422
Azarias,seafood,43.6470923,-79.513211
Kingsway Fish & Chips,fish_and_chips,43.6470744,-79.5132915
Greek Taverina,greek,43.646868,-79.514243
Versac Lounge,,43.634871,-79.5200882
The Fermenting Cellar,international,43.6498061,-79.3605381
Joey,regional,43.7240221,-79.4538752
Phở Mi Asia,,43.7285438,-79.4781666
The Cheesecake Factory,american,43.7263621,-79.4543379
Pickle Barrel Grand,,43.726222,-79.4543166
Starving Artist,waffle,43.7194654,-79.5692801
Spring China House,chinese,43.7000425,-79.4291277
Spuntini Street Eats,pizza;sandwich;pasta;dessert,43.6602432,-79.4796762
Momiji Sushi,sushi,43.6478019,-79.5085368
Windfields Restaurant,,43.7528948,-79.3585989
Limon,mediterranean,43.7292649,-79.4030957
The Burger Cellar,burger;wine,43.7323837,-79.403828
PI CO. Pizza Bar,pizza,43.7052424,-79.3977273
Bamiyan Kabob,afghan,43.7079495,-79.3434312
China Food,chinese,43.7045114,-79.3663899
Quinn's,,43.6510021,-79.382817
Shoeless Joe's,grill,43.6469722,-79.3885694
Fresh Rolls,vietnamese,43.6149706,-79.5594477
The Old Mill,,43.6508815,-79.493756
Paik's Noodle,korean,43.805213,-79.3841029
El Catrin,mexican,43.6506927,-79.359245
Sushi4U,sushi,43.5954153,-79.5286681
850° Pizzeria,pizza,43.5952162,-79.5295229
Poseidon Plates,,43.6177369,-79.4985842
Thai Barn Na,thai,43.5984975,-79.5441132
Feast of Dilli,indian,43.6006591,-79.5450034
Stadio San Siro Sports Cafe,,43.6076933,-79.5482279
South Shore Bar & Grill,,43.5986054,-79.5440905
Pebbles Restaurant,,43.6137455,-79.4899454
Kumo Sushi,japanese,43.6150756,-79.5245893
Da Leonardo Bistro,italian,43.676086,-79.4468697
Boston Pizza,pizza,43.6180558,-79.5438795
Taste of Thailand Cuisine,thai,43.6359502,-79.5408282
Richmond Station,,43.6514803,-79.3795117
Rayah,moroccan,43.6649485,-79.3680766
Alma,,43.6594523,-79.4380073
Sushi Maido,sushi,43.6663758,-79.4058306
St. Louis Bar & Grill,chicken,43.6662952,-79.4061849
So Famous,,43.6663618,-79.4059031
Vietnam Lovely Noodle,vietnamese,43.6662788,-79.4062681
The Momo House,,43.641097,-79.4348286
Swiss Chalet,chicken,43.6478556,-79.5083465
Eggsmart,breakfast,43.647898,-79.5077711
Magic Spot Grill,,43.6477266,-79.5089801
Gojima Japanese Restaurant,japanese,43.6448974,-79.5216998
Vintage Thai,thai,43.6446349,-79.5227502
Kenzo,japanese,43.644958,-79.5214061
Creme de la Creme Cafe,breakfast,43.6475403,-79.5098085
Tobiko Sushi & Bar,sushi,43.6466581,-79.5137863
Hong Kong Gardens,chinese,43.6475243,-79.5098776
Vibo,italian,43.6475004,-79.5099942
Chutneys Fine Indian Cuisine,indian,43.6466276,-79.5139163
Sunshine Village Grill,,43.651439,-79.4755689
Kinton Ramen,japanese,43.6513216,-79.4760985
Durbar Indian Cuisine,indian,43.6488643,-79.4848685
Memories of Japan Teppanyaki Sushi,japanese,43.727225,-79.341632
Westwood Grill,chinese,43.6600045,-79.4796715
Yogurty's,frozen_yogurt,43.6511288,-79.475604
Queen's Pasta Café,italian,43.650636,-79.4779054
Indian Street Food Co.,,43.7080103,-79.3758338
Chon Modern Thai Cuisine,asian;thai,43.7075993,-79.3756826
Sunnyside Grill,,43.7821692,-79.4904138
Prohibition Gastrohouse,,43.6589758,-79.3504405
Pinky Swear,regional;oysters;wine;mediterranean;chicken;french;dessert;bistro,43.6007694,-79.5045098
Kyo Sushi,sushi,43.6010233,-79.5033719
Fresh Kitchen + Juice Bar,,43.6661878,-79.4068386
Estiatorio Soulas,greek,43.6782932,-79.3489107
Bar Centrale,italian,43.6799889,-79.3905802
BellyBuster,,43.655524,-79.4129587
Kim's Table,korean,43.7731868,-79.4140998
Momofuku,noodle;ramen,43.6494704,-79.3863339
Laguna Bay,filipino,43.7504046,-79.275538
Gatto Wood Oven Pizza,pizza,43.650551,-79.4797596
La Capricciosa,italian;pizza,43.6500149,-79.4820353
Yumi Japanese Restaurant,japanese,43.649945,-79.4823993
Falafel World,lebanese,43.6498627,-79.482791
Marusya’s Kitchen,ukrainian,43.6495689,-79.4841015
Tahini's,,43.649553,-79.4841612
Twilight Cafe,,43.710627,-79.3989752
Eggsmart,breakfast,43.6572389,-79.3841374
Freshii,salad,43.7541351,-79.3516423
Captain's Boil,seafood,43.7548414,-79.3494218
Via Cibo,italian,43.7544315,-79.3581065
Nigiri-ya Gourmet Sushi,sushi,43.7031282,-79.3641969
Kalyvia,greek,43.6778663,-79.3511128
Nando's,chicken;portuguese,43.6616716,-79.3863524
Big Pita,,43.6494385,-79.37068
Bocconcini Pizza and Wings,pizza,43.6602059,-79.3776441
Som Tum Jinda,thai,43.6600607,-79.3781677
Jazz Bistro,,43.6558131,-79.3790608
Annona Restaurant,,43.6695703,-79.3946992
Balam Toronto,mexican,43.6604943,-79.4437547
Dynasty Chinese Cuisine,chinese,43.671099,-79.3910148
Trattoria Nervosa,,43.6710534,-79.3910963
Utsav Indian Cuisine,indian,43.6711548,-79.3907718
Vaticano Ristorante,italian,43.6707529,-79.3909694
Banh Mi Boys,banh_mi,43.6487442,-79.3969443
Market Street Catch,seafood,43.6484534,-79.3720214
Hot Beans,mexican,43.6550731,-79.3996887
Amano Trattoria,fine_dining;italian,43.6478557,-79.3733794
Lara's Restaurant,international,43.7730184,-79.3330817
Kokyo Sushi,sushi,43.6822548,-79.4711555
Lazeez Shawarma,shawarma,43.6818554,-79.4709497
Giorgio D,italian,43.7729911,-79.5312055
Sunset Grill,american,43.6836489,-79.323119
Lucy Ethiopian Restaurant,international,43.6841398,-79.320748
Taksim Doner,mediterranean;turkish,43.7867839,-79.417765
Alborz Restaurant,persian,43.7866929,-79.4177274
Ajuker Fried Chicken,chicken,43.788985,-79.418299
Yummi's,chinese,43.7915699,-79.4179779
Weslodge,,43.6453893,-79.3961396
Patria,spanish,43.6455424,-79.3964113
Sunset Grill,american,43.7101774,-79.3627728
Bairrada Churrasqueira Grillhouse Express,portuguese;grill,43.6499411,-79.4340028
Lula Lounge,international,43.6496267,-79.434558
Pinata Tacos,,43.649683,-79.4348208
Four Aces Snack Bar,regional,43.6496791,-79.4347538
Eggsmart,breakfast,43.7589221,-79.40999
Nodo Liberty,,43.6389714,-79.4176645
Wild Wing,chicken,43.7043374,-79.3749731
Blue Nile Bar & Grill,,43.6960248,-79.4479821
JABS,,43.6822449,-79.4238179
Halibut House,fish_and_chips,43.6707893,-79.473113
Pizzeria Badiali,pizza,43.6460922,-79.4231711
Julie's Restaurant & Bar,peruvian,43.6471286,-79.4239221
Cafe Saggio,italian,43.7584054,-79.4766671
Earls,american,43.6481828,-79.384035
Laterna Family Restaurant,greek,43.7956986,-79.4191534
Rhum Corner,haitian,43.6509573,-79.4131854
Thai Princess,thai,43.6456242,-79.3934554
Fusaro's Kitchen,italian,43.6481697,-79.3958078
WVRST,sausage,43.6442255,-79.4005946
Morgans on the Danforth,,43.6820913,-79.330299
Oxland Restaurant,chinese,43.7844624,-79.2776645
May Yan Seafood Restaurant 陸福海鮮酒家,chinese,43.7844904,-79.2777145
Green Bamboo Vietnamese Cuisine,vietnamese,43.7852202,-79.2775429
Wild Wing,chicken,43.7563099,-79.314305
Ave Seoul Restaurant,korean,43.7874678,-79.4171585
Kayagum,japanese;korean,43.7774096,-79.4152
Cantine Bistro + Bar,italian,43.6744557,-79.3967031
Osteria Giulia,italian,43.6743587,-79.3966575
Dyne,,43.6737806,-79.3964482
Le Petit Chef,french,43.6603423,-79.4149529
Mr. Greek,greek,43.731283,-79.4036363
The Friendly Thai,thai,43.6655952,-79.4704825
Carmelitas,,43.6655732,-79.4689205
North of Bombay,indian,43.6655812,-79.4693827
Babos Döner,turkish,43.6932639,-79.4618174
Jump,,43.6482384,-79.3785085
La Paella,,43.6624624,-79.334264
Slowhand Sourdough Pizza,,43.6618415,-79.3376074
Nodo,italian,43.6630946,-79.3316263
Ramona's Kitchen,barbecue,43.6606505,-79.3414508
Naan Kebob,,43.7048072,-79.3614721
PomAnar Grill & Juicery,,43.6560353,-79.3783855
Pho Saigon,vietnamese,43.7273422,-79.2878315
Flaming Kitchen,chinese,43.8046598,-79.2871754
Health Gourmet,chinese,43.8055503,-79.2879023
Made in China Café,chinese;asian,43.8058968,-79.2885031
Korean Grill House,korean,43.8059264,-79.2885829
Kokoro Japanese Sushi House,sushi,43.6627967,-79.4027836
Harbord Fish & Chips,,43.6620641,-79.4064694
La Diperie,ice_cream,43.6615219,-79.4091992
Magic Noodle,asian,43.6626324,-79.403553
Moxie's,bar_and_grill,43.6463739,-79.3847585
Hokkaido Ramen Santouka,japanese,43.6562651,-79.3775499
Esquire Restaurant,greek,43.7744959,-79.3221104
Great Eastern,chinese,43.7744513,-79.3220997
My Place,fish_and_chips,43.7744126,-79.3220675
Eggsmart,breakfast,43.6952059,-79.3427454
Nimman,thai,43.6133831,-79.4886951
7 West,,43.6685152,-79.386693
Hungary Thai,hungarian;thai,43.6543205,-79.4020935
Toritos Tapas Bar,spanish,43.6567894,-79.4031135
Valentina,mexican,43.655143,-79.4035218
Almadina Bistro,pizza,43.6570519,-79.3816949
Rosalinda,mexican,43.6502576,-79.3849675
Top Hot Pot,hotpot;asian,43.6554646,-79.3842796
Denny's,american,43.6554499,-79.3844528
Madras Centennial Cafe,indian,43.7807367,-79.2360434
Beyond Banh Mi,,43.6569872,-79.4059615
Miss Pho Express,vietnamese,43.6695402,-79.482228
Las San Sivar,salvadoran,43.6689016,-79.4833439
Victory's Kitchen,,43.6734117,-79.4727393
Café Phố Nhỏ,vietnamese,43.6520615,-79.4476207
Piazza Manna,,43.7804338,-79.4165291
Tokyo Kitchen,japanese,43.6690213,-79.3850966
Megumi Mazesoba,noodle,43.6887028,-79.3919708
Wild Wing,chicken,43.808826,-79.2680331
Greens Vegetarian Restaurant,chinese,43.6521175,-79.4024581
Seoul Gamjatang,korean,43.6561145,-79.3923911
JungSooNae,,43.7833436,-79.4168165
St. Louis Bar & Grill,chicken,43.6878128,-79.3945815
Union Social Eatery,,43.6877337,-79.3948922
Mary Be Kitchen,,43.6877045,-79.3950128
Me Love Food Hub,,43.6877829,-79.3947328
Bistro Five 61,,43.6879506,-79.4015049
The Hogtown Vegan,burger;fries,43.6570954,-79.4053679
Tagpugan,filipino,43.6571855,-79.4049588
Pho Ha Noi,vietnamese,43.6572105,-79.4048619
Sue Fung's Dimsum Canteen,chinese,43.6573206,-79.4042453
Nora,kebab,43.6572954,-79.4026413
Taste Bender,,43.6576816,-79.4023805
old.k,burger,43.6577184,-79.4022122
Fresca Pizza & Pasta,pizza,43.6578242,-79.4017348
Jack Astor's,american,43.6565902,-79.379843
Ikkousha Ramen,ramen;chinese,43.6588512,-79.3821513
Shawarma Max,middle_eastern,43.657867,-79.3993719
Pompette,,43.6550791,-79.413977
thairoom,thai,43.6550437,-79.4185815
Grancardo,,43.6551727,-79.4135308
Firkin on Harbour,,43.6425733,-79.3756819
Bread & Bowl,,43.6562369,-79.390698
Jaffna Street Food,sri_lankan,43.6537302,-79.3907192
Manpuku,japanese,43.653552,-79.3907526
33 Beefsteak Tantuni Grill Lounge,,43.6774632,-79.4956997
eggspectation,breakfast,43.6533129,-79.3818892
Rio 40 Restaurant,brazilian,43.6773368,-79.4464254
The Eagle Twins Restaurant,,43.6796728,-79.4360155
St. Louis Bar & Grill,chicken,43.6561322,-79.3923078
Fox & John's,,43.6511757,-79.4753017
Lokum Eats,turkish,43.6652656,-79.4741467
Siddhartha - Pure Vegetarian,indian,43.6724268,-79.3207203
Udupi Palace,indian,43.672617,-79.3211468
The Bar-Be-Que Hut,indian,43.6722852,-79.3212595
The Famous Indian Cuisine,,43.6721116,-79.3219971
Lahore Paan Centre,,43.6720922,-79.3220749
India Paan,,43.6720495,-79.3222546
5 Spices,,43.6718574,-79.3231102
Gautama,indian,43.6722192,-79.322787
Swiss Chalet,chicken,43.7213762,-79.3765995
Joey Turks Island Grill,,43.7271117,-79.2932842
Spice Club Indian & Hakka Cuisine,indian,43.7231982,-79.2904458
Paese,italian,43.7396662,-79.4342014
Noce Restaurant & Bar,italian,43.6455327,-79.4113348
Daol Korean Restaurant,korean,43.6409395,-79.4342951
Momo Dumpling Express,chinese;tibetian,43.6306332,-79.484714
Panagio's,,43.6172671,-79.4878019
Souliouse,korean,43.6653774,-79.3849116
Garden Cafe,sandwich;juice,43.7340826,-79.3594565
Mandarin,chinese,43.7308566,-79.2789566
Tekka Sushi,sushi,43.7740763,-79.3403555
Frecles Fox Restaurant,,43.6154038,-79.4975535
Yummy Tummy Bar & Grill,,43.715173,-79.4471645
Banh Mi,,43.6716539,-79.3788276
Anejo,mexican,43.6487145,-79.3721364
Gorkha Palace,nepalese,43.6602707,-79.366142
Cafe Zuzu,,43.6599523,-79.3626791
Boston Pizza,pizza,43.7290284,-79.2886148
Ital Vital,,43.7172199,-79.2937802
Sunny Morning,breakfast,43.6183359,-79.544015
Sweet Lulu,asian,43.6504385,-79.3814128
Gilaneh,international,43.75636,-79.3495217
iQ Food Co.,,43.6429571,-79.3823636
Patrician Grill,breakfast,43.6509667,-79.3690997
Hy's Steakhouse,steak_house,43.6498399,-79.3829534
Asian Legends,asian,43.7266885,-79.3423918
Congee Star,asian,43.7267482,-79.3421107
Pho 88,vietnamese,43.7266308,-79.3427244
Ming's Noodle Cafe,asian,43.820952,-79.3052626
Triple A Bar,,43.65177,-79.3728231
Chopin,polish,43.6442058,-79.4480546
Ice Queen Restaurant,,43.6396993,-79.4467851
Birria Catrina,mexican,43.6430943,-79.4476225
The Friendly Thai,,43.6459057,-79.4487281
Taste of China Seafood Restaurant,chinese,43.654045,-79.3987607
A Sezchuan Restaurant,,43.657001,-79.3999604
Hungking,,43.656553,-79.3997876
Pancho y Emiliano,,43.6544096,-79.4021217
Pai Downtown,thai,43.6478355,-79.388714
Kit Kat Italian Bar & Grill,italian,43.6463518,-79.3901402
Dine and Dim,chinese,43.6657283,-79.3507366
Student Tasty Biryani,,43.7487885,-79.5593434
SOCO Kitchen + Bar,,43.6426791,-79.3838454
Farm’r,,43.6484968,-79.3702374
Inner Circle Caribbean Cuisine,caribbean;guyanese,43.7278191,-79.2654149
Pizzeria Libretto,pizza,43.6484289,-79.3849689
Rol San,chinese,43.6554413,-79.399342
Cora,breakfast,43.783429,-79.2529111
Jacobs & Co. Steakhouse,,43.6454392,-79.39797
MARBL,,43.6451219,-79.3961179
Sunset Grill,american,43.6454389,-79.3877703
The Caledonian,scottish,43.6543297,-79.4235661
Wild Wing,chicken,43.7861394,-79.4735347
Mughal Darbar,indian,43.7665183,-79.2805594
Tenoch,mexican,43.6795184,-79.4351556
George's Pizza,pizza,43.6581698,-79.3726908
Lobster House,chinese,43.8278449,-79.2879556
TAVERNA mercatto,italian,43.6428874,-79.3827034
Pho Lang Van,vietnamese,43.6796409,-79.43615
Cora,breakfast,43.7544039,-79.351208
Chae's Chester Fried Chicken Express,,43.6711816,-79.3751614
Mahal Kita Restaurant,filipino,43.6711478,-79.3749384
Caribbean Taste,,43.6713837,-79.3782756
Garden Gate,chinese,43.6725678,-79.2873579
Haka legend,,43.7762648,-79.2343599
Cora,breakfast,43.7866352,-79.4685489
Babu Catering,sri_lankan,43.792016,-79.251007
Nando's,chicken;portuguese,43.6197285,-79.5542853
Sunset Grill,american,43.6198266,-79.5543304
The Place,,43.6478977,-79.3737344
Brassaii,mediterranean,43.644643,-79.3960349
The Katsu & Salmon,japanese,43.6542965,-79.3909328
Cluny,,43.6506041,-79.3578651
Gilead Café + Wine Bar,,43.6535582,-79.3609455
Congee Queen,chinese,43.7956958,-79.4216988
Hunters Landing,,43.6399841,-79.3967281
Pho Now,vietnamese,43.6672507,-79.4873251
Duke's Refresher + Bar,,43.6590065,-79.3833435
Cheffry's Bistro,,43.6481756,-79.3949184
Mother India,indian,43.6682931,-79.4872606
Tea-N-Bannock,indigenous,43.6711467,-79.3274418
Tapas at Embrujo,spanish,43.6761523,-79.3583066
Churrasquerira Martins Grill House,portuguese,43.6807421,-79.4733988
Evviva,breakfast,43.6415411,-79.3833149
Tavoos Restaurant,,43.6525565,-79.4331149
Donna's,brunch;sandwich,43.6626501,-79.4445708
Kovalsky Restaurant,polish,43.6270211,-79.4988193
Three Brothers Restaurant,,43.6270694,-79.4985998
Grappa Restaurant,italian,43.6272324,-79.499446
