price,list_price,sold_price,home_type,home_type_bucket,neighbourhood,latitude,longitude,bedrooms,bedrooms_plus,bathrooms,estimated_area_sqft,Distance_to_School,Distance_to_Hospital,Distance_to_Park,Distance_to_Library,Distance_to_Bank,Distance_to_Pharmacy,Distance_to_Grocery,Distance_to_Subway,Restaurants_Within_1km,Parks_Within_2km,Schools_Within_2km,_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,CLASSIFICATION,CLASSIFICATION_CODE,OBJECTID,Neighbourhood
1579000.0,1579000.0,1579000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Dovercourt Wallace Emerson Junction,43.6680967,-79.4372397,5,0,3,2250.0,191.6,2044.69,187.05,946.04,373.0,293.03,296.78,883.67,31,61,43,3,2502364,26022879,,172,172,Dovercourt Village,Dovercourt Village (172),Not an NIA or Emerging Neighbourhood,,17824769.0,Dovercourt Village
1650000.0,1650000.0,1650000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Junction Area,43.6664042,-79.4629175,4,1,4,2250.0,257.41,1467.16,222.89,434.41,379.36,103.88,452.15,1234.38,65,55,34,67,2502300,26022815,,90,90,Junction Area,Junction Area (90),Not an NIA or Emerging Neighbourhood,,17825793.0,Junction Area
1649000.0,1649000.0,1649000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,South Parkdale,43.6376283,-79.4428458,3,1,4,2250.0,216.22,641.67,165.85,914.96,528.61,325.96,495.99,2298.38,46,41,18,103,2502264,26022779,,85,85,South Parkdale,South Parkdale (85),Neighbourhood Improvement Area,NIA,17826369.0,South Parkdale
1699000.0,1699000.0,1699000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,South Parkdale,43.63761,-79.431447,3,1,4,2250.0,295.59,287.24,149.69,418.33,558.76,340.53,437.17,2538.82,61,56,21,103,2502264,26022779,,85,85,South Parkdale,South Parkdale (85),Neighbourhood Improvement Area,NIA,17826369.0,South Parkdale
1529000.0,1529000.0,1529000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,East End Danforth,43.6824515,-79.2850171,5,1,4,2250.0,289.76,3315.56,301.46,1166.28,181.55,204.13,592.92,1414.99,14,41,28,94,2502273,26022788,,62,62,East End-Danforth,East End-Danforth (62),Not an NIA or Emerging Neighbourhood,,17826225.0,East End-Danforth
1550000.0,1550000.0,1550000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,The Beaches,43.6700055,-79.306641,4,1,3,1750.0,334.1,2660.26,270.63,656.5,180.33,369.16,133.15,1886.92,28,47,26,93,2502274,26022789,,63,63,The Beaches,The Beaches (63),Not an NIA or Emerging Neighbourhood,,17826209.0,The Beaches
1575000.0,1575000.0,1575000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,South Riverdale,43.6653624,-79.332666,4,2,5,700.0,79.66,1765.57,60.43,163.45,541.66,271.15,278.61,1789.8,51,61,31,86,2502281,26022796,,70,70,South Riverdale,South Riverdale (70),Not an NIA or Emerging Neighbourhood,,17826097.0,South Riverdale
1599000.0,1599000.0,1599000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Little Portugal,43.6491236,-79.4293908,3,1,3,2250.0,347.73,1101.11,360.59,911.81,526.61,27.2,207.11,1329.32,106,67,39,104,2502263,26022778,,84,84,Little Portugal,Little Portugal (84),Not an NIA or Emerging Neighbourhood,,17826385.0,Little Portugal
1729000.0,1729000.0,1729000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Cabbagetown South St James Town,43.6676642,-79.3657408,3,1,2,2750.0,118.96,909.85,357.01,674.36,379.99,278.42,274.52,701.1,48,101,54,85,2502282,26022797,,71,71,Cabbagetown-South St.James Town,Cabbagetown-South St.James Town (71),Not an NIA or Emerging Neighbourhood,,17826081.0,Cabbagetown-South St.James Town
1799000.0,1799000.0,1799000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Annex,43.6752867,-79.3925189,5,1,3,1750.0,258.01,1400.5,64.03,487.31,288.51,255.44,420.3,346.81,111,94,68,63,2502304,26022819,,95,95,Annex,Annex (95),Not an NIA or Emerging Neighbourhood,,17825729.0,Annex
